pair_id,style,ref_path,search_path,gt_x,gt_y,pitch,scale,noise_sigma_ref,noise_sigma_search,rotation_deg,blur_ref,blur_search,dose_ref,dose_search,charging_intensity,salt_pepper_prob,gamma_ref,gamma_search,classical_pred_x,classical_pred_y,classical_error_px,classical_time_sec,classical_confident,classical_n_candidates,dl_pred_x,dl_pred_y,dl_error_px,dl_time_sec,dl_confident
613,finfet,data/train_canonical/ref_0613.png,data/train_canonical/search_0613.png,631.51,374.57,21,10.933,5.03,12.9,1.74,0.29,0.83,357.3,150.6,0.0,0.0,1.022,0.941,430.5,495.5,234.5827892237621,0.20010924339294434,False,6,636.0,372.0,5.173490117899139,0.04462075233459473,True
614,finfet,data/train_canonical/ref_0614.png,data/train_canonical/search_0614.png,423.88,552.63,28,10.843,4.24,15.32,-1.59,0.23,0.57,514.2,84.8,0.0,0.0,1.034,0.911,423.5,552.5,0.40162171256045825,0.20188069343566895,True,9,428.0,556.0,5.322715472388137,0.04402351379394531,True
615,dram,data/train_canonical/ref_0615.png,data/train_canonical/search_0615.png,542.22,488.23,42,10.688,4.12,10.69,1.83,0.57,0.67,306.0,137.6,0.75,0.0,0.966,0.926,542.5,488.5,0.38897300677550223,0.17104220390319824,True,4,740.0,492.0,197.815927821801,0.05038809776306152,True
616,finfet,data/train_canonical/ref_0616.png,data/train_canonical/search_0616.png,600.42,534.42,27,9.592,4.54,11.05,1.09,0.52,0.53,396.9,130.7,0.0,0.0,1.019,1.017,502.5,534.5,97.92003267973307,0.17159295082092285,True,9,596.0,532.0,5.039126908503043,0.04349493980407715,True
617,dram,data/train_canonical/ref_0617.png,data/train_canonical/search_0617.png,572.62,595.49,40,9.008,5.77,10.62,-2.03,0.2,0.56,560.5,175.3,0.0,0.0,1.005,1.047,572.5,594.5,0.9972462083156892,0.22527837753295898,True,6,572.0,596.0,0.8028075734570498,0.04555153846740723,True
618,finfet,data/train_canonical/ref_0618.png,data/train_canonical/search_0618.png,486.4,406.77,27,10.812,7.06,16.81,-2.03,0.27,0.7,572.5,162.2,0.0,0.0,1.041,1.124,486.5,466.5,59.730083709969826,0.18481016159057617,True,7,492.0,412.0,7.662434339033545,0.041446685791015625,True
619,finfet,data/train_canonical/ref_0619.png,data/train_canonical/search_0619.png,452.19,442.34,25,10.252,7.78,13.25,2.48,0.35,0.57,567.0,113.1,0.0,0.0,1.061,1.13,451.5,442.5,0.7083078426785947,0.19775056838989258,True,7,452.0,444.0,1.6708381130438945,0.04442644119262695,True
620,finfet,data/train_canonical/ref_0620.png,data/train_canonical/search_0620.png,540.68,409.6,23,9.727,6.31,15.63,2.98,0.32,0.49,426.7,99.5,0.0,0.0,1.096,1.027,540.5,505.5,95.90016892581575,0.20109820365905762,True,3,548.0,412.0,7.703401845937976,0.04478859901428223,True
621,finfet,data/train_canonical/ref_0621.png,data/train_canonical/search_0621.png,479.42,502.17,20,10.025,4.16,13.92,2.23,0.37,0.6,578.6,170.6,0.356,0.0,0.909,1.1,479.0,502.0,0.45310043036838843,0.19642877578735352,True,8,484.0,500.0,5.0680666925367035,0.0464632511138916,True
622,finfet,data/train_canonical/ref_0622.png,data/train_canonical/search_0622.png,552.31,528.5,21,10.123,6.59,13.98,-1.59,0.35,0.65,339.8,99.0,0.0,0.0,1.015,0.859,552.0,507.0,21.502234767577065,0.1929028034210205,False,3,556.0,532.0,5.0858725898316015,0.04425406455993652,True
623,dram,data/train_canonical/ref_0623.png,data/train_canonical/search_0623.png,384.11,419.03,38,9.422,4.48,15.29,1.86,0.36,0.89,565.1,184.9,0.0,0.0,1.001,1.019,452.5,418.5,68.3920536319827,0.2070150375366211,False,2,388.0,420.0,4.009114615473091,0.04964327812194824,True
624,dram,data/train_canonical/ref_0624.png,data/train_canonical/search_0624.png,494.41,481.32,39,9.777,7.31,17.72,0.99,0.55,0.57,568.4,182.2,0.0,0.0027,1.061,1.034,494.0,481.0,0.5200961449578493,0.21467876434326172,True,4,492.0,484.0,3.60423362172878,0.050063133239746094,True
625,dram,data/train_canonical/ref_0625.png,data/train_canonical/search_0625.png,477.23,619.3,39,9.643,6.84,10.45,-0.18,0.29,0.67,547.8,99.4,0.0,0.0,0.94,1.097,477.5,514.5,104.80034780476632,0.19748878479003906,False,4,476.0,620.0,1.415238495802071,0.044612884521484375,True
626,finfet,data/train_canonical/ref_0626.png,data/train_canonical/search_0626.png,412.51,484.72,23,10.414,7.18,10.31,2.25,0.21,0.71,515.0,196.3,0.0,0.0,1.049,1.058,412.5,484.5,0.22022715545547925,0.18949341773986816,True,11,412.0,484.0,0.8823264701911815,0.044646263122558594,True
627,finfet,data/train_canonical/ref_0627.png,data/train_canonical/search_0627.png,532.19,486.88,29,9.931,6.01,15.01,2.64,0.44,0.8,394.7,141.5,0.0,0.0,1.054,1.041,532.0,487.0,0.2247220505424909,0.20039153099060059,True,8,532.0,484.0,2.886260556498667,0.04760479927062988,True
628,finfet,data/train_canonical/ref_0628.png,data/train_canonical/search_0628.png,390.47,416.44,26,10.782,7.71,11.29,0.03,0.29,0.83,490.3,168.4,0.474,0.0,0.929,0.916,483.5,416.5,93.03001934859519,0.19100618362426758,False,9,508.0,652.0,263.25237795697115,0.04031872749328613,True
629,dram,data/train_canonical/ref_0629.png,data/train_canonical/search_0629.png,568.01,623.42,43,10.956,4.15,10.44,2.31,0.31,0.86,501.4,99.7,0.0,0.0,0.945,1.067,567.5,489.5,133.92097109862962,0.16769790649414062,True,8,564.0,228.0,395.4403324143858,0.05039048194885254,True
630,finfet,data/train_canonical/ref_0630.png,data/train_canonical/search_0630.png,537.84,371.4,27,9.084,4.98,17.04,1.55,0.45,0.54,372.8,157.4,0.358,0.0,1.002,0.912,537.5,517.5,146.10039561890312,0.19681286811828613,True,4,540.0,372.0,2.241785003072304,0.0402379035949707,True
631,finfet,data/train_canonical/ref_0631.png,data/train_canonical/search_0631.png,390.35,570.03,20,10.485,4.91,11.85,-1.37,0.38,0.59,508.0,101.4,0.0,0.0,0.969,0.989,537.5,536.5,150.92177907777258,0.20522356033325195,True,8,284.0,436.0,171.09752599029596,0.04205918312072754,True
632,finfet,data/train_canonical/ref_0632.png,data/train_canonical/search_0632.png,539.1,535.29,21,9.43,6.68,15.94,1.68,0.56,0.59,417.8,192.7,0.0,0.001,1.055,1.035,539.5,535.5,0.4517742799230575,0.20637822151184082,True,9,540.0,540.0,4.795216366338468,0.038314104080200195,True
633,dram,data/train_canonical/ref_0633.png,data/train_canonical/search_0633.png,529.48,470.63,39,10.365,5.85,15.92,-1.6,0.26,0.63,318.8,166.2,0.0,0.0,1.024,0.88,529.5,470.5,0.1315294643796518,0.19609308242797852,True,3,524.0,476.0,7.672502851091047,0.04614567756652832,True
634,dram,data/train_canonical/ref_0634.png,data/train_canonical/search_0634.png,611.97,576.68,45,10.798,5.1,16.35,-0.07,0.27,0.89,479.7,147.6,0.0,0.0,1.01,0.961,490.5,514.5,136.45993294736738,0.1918926239013672,False,8,612.0,732.0,155.32000289724442,0.03889584541320801,True
635,finfet,data/train_canonical/ref_0635.png,data/train_canonical/search_0635.png,412.56,624.77,28,10.212,6.84,17.09,-0.12,0.5,0.84,567.4,84.0,0.0,0.0,0.954,1.134,413.0,410.0,214.77045071424513,0.2056725025177002,True,10,420.0,620.0,8.837788184834471,0.0370485782623291,True
636,dram,data/train_canonical/ref_0636.png,data/train_canonical/search_0636.png,487.27,586.71,44,9.754,5.5,10.89,0.9,0.25,0.66,428.4,146.4,0.603,0.0025,1.067,1.039,487.5,586.5,0.3114482300479867,0.16039657592773438,True,6,484.0,588.0,3.515252480263656,0.04252171516418457,True
637,dram,data/train_canonical/ref_0637.png,data/train_canonical/search_0637.png,489.78,450.44,39,10.041,5.85,12.49,2.62,0.45,0.76,416.9,82.7,0.333,0.0,0.92,0.877,490.0,450.0,0.4919349550499639,0.1985466480255127,True,4,500.0,452.0,10.33837511410766,0.05799984931945801,True
638,finfet,data/train_canonical/ref_0638.png,data/train_canonical/search_0638.png,603.67,377.12,28,10.594,7.89,11.7,0.1,0.47,0.41,425.1,184.8,0.0,0.0,1.001,0.86,506.5,475.5,138.27737812093486,0.22211694717407227,False,12,604.0,380.0,2.8988445974215318,0.04685854911804199,True
639,dram,data/train_canonical/ref_0639.png,data/train_canonical/search_0639.png,436.38,526.42,40,9.118,4.59,14.0,-2.46,0.52,0.64,474.8,96.9,0.0,0.0,0.979,0.863,436.5,526.5,0.14422205101858607,0.2131328582763672,True,5,444.0,532.0,9.444617514754132,0.05265522003173828,True
640,dram,data/train_canonical/ref_0640.png,data/train_canonical/search_0640.png,562.04,514.67,35,9.14,4.6,11.22,1.93,0.38,0.46,599.7,117.9,0.672,0.0,1.064,0.882,562.5,514.5,0.49040799340958907,0.2035825252532959,True,6,564.0,524.0,9.533650927110816,0.05305838584899902,True
641,finfet,data/train_canonical/ref_0641.png,data/train_canonical/search_0641.png,557.91,566.45,27,9.249,6.67,17.42,1.66,0.59,0.62,435.4,187.5,0.756,0.0,0.942,0.921,558.5,566.5,0.5921148537235263,0.18990492820739746,True,8,556.0,572.0,5.86946334855235,0.0467982292175293,True
642,finfet,data/train_canonical/ref_0642.png,data/train_canonical/search_0642.png,628.78,551.2,26,10.66,7.83,13.43,-0.03,0.35,0.67,482.9,195.8,0.0,0.0,1.099,0.952,541.5,586.5,94.14822568694532,0.18948006629943848,False,12,636.0,548.0,7.897366649713098,0.0388946533203125,True
643,dram,data/train_canonical/ref_0643.png,data/train_canonical/search_0643.png,398.92,536.58,42,9.879,6.14,14.56,1.7,0.35,0.84,351.5,132.3,0.746,0.0011,1.086,0.963,403.0,536.0,4.121019291388954,0.1998751163482666,True,4,396.0,540.0,4.496976762225908,0.04668450355529785,True
644,finfet,data/train_canonical/ref_0644.png,data/train_canonical/search_0644.png,491.24,400.46,26,9.077,7.99,11.34,1.59,0.21,0.49,416.0,169.3,0.0,0.0,1.041,1.05,491.5,474.5,74.04045650858727,0.18788933753967285,True,10,492.0,404.0,3.620662922725634,0.04297757148742676,True
645,dram,data/train_canonical/ref_0645.png,data/train_canonical/search_0645.png,364.03,445.28,39,10.757,4.68,13.38,-0.64,0.3,0.75,317.9,178.0,0.0,0.0006,1.002,0.984,426.5,445.5,62.47038738474417,0.2344217300415039,True,4,364.0,452.0,6.720066963952099,0.04510045051574707,True
646,finfet,data/train_canonical/ref_0646.png,data/train_canonical/search_0646.png,550.41,578.36,28,10.876,6.92,16.94,-1.9,0.59,0.89,307.9,124.0,0.453,0.0,0.942,1.098,550.5,523.5,54.86007382423033,0.21035075187683105,True,10,548.0,468.0,110.38631119844527,0.04193282127380371,True
647,finfet,data/train_canonical/ref_0647.png,data/train_canonical/search_0647.png,464.87,373.2,21,10.298,5.27,10.15,2.66,0.43,0.65,451.5,166.6,0.0,0.0,0.931,0.952,465.5,475.5,102.30193986430561,0.18141627311706543,False,4,460.0,372.0,5.015665459338374,0.042801618576049805,True
648,dram,data/train_canonical/ref_0648.png,data/train_canonical/search_0648.png,523.14,432.23,45,10.363,5.56,10.42,1.98,0.5,0.44,330.8,104.5,0.0,0.0,1.047,1.004,523.5,432.5,0.45,0.19187355041503906,True,5,692.0,436.0,168.90207962011598,0.04651331901550293,True
649,dram,data/train_canonical/ref_0649.png,data/train_canonical/search_0649.png,507.52,572.5,38,10.126,6.16,13.38,1.11,0.25,0.89,393.7,127.2,0.0,0.0,1.092,0.993,507.0,573.0,0.7213875518748443,0.22048568725585938,True,3,508.0,284.0,288.5003993064828,0.048139095306396484,True
650,dram,data/train_canonical/ref_0650.png,data/train_canonical/search_0650.png,371.75,402.96,45,9.708,7.87,12.39,0.39,0.33,0.76,497.2,117.9,0.762,0.0,1.044,0.861,544.5,577.5,245.5743759026988,0.21212434768676758,False,9,372.0,404.0,1.0696261028976632,0.04565763473510742,True
651,dram,data/train_canonical/ref_0651.png,data/train_canonical/search_0651.png,619.11,462.24,41,9.543,7.83,14.39,-2.25,0.46,0.62,566.9,176.5,0.0,0.0,1.035,0.994,481.5,462.5,137.61024562146528,0.2090752124786377,True,7,620.0,468.0,5.828353112157831,0.04799151420593262,True
652,dram,data/train_canonical/ref_0652.png,data/train_canonical/search_0652.png,524.65,582.27,39,9.006,6.68,15.77,1.57,0.53,0.57,552.8,193.3,0.313,0.0,0.972,1.071,524.5,582.5,0.27459060435492244,0.22020459175109863,True,7,524.0,588.0,5.766749517709277,0.052002906799316406,True
653,finfet,data/train_canonical/ref_0653.png,data/train_canonical/search_0653.png,601.83,444.31,24,10.691,5.87,10.37,-1.34,0.26,0.52,527.0,179.5,0.449,0.0,0.97,1.036,601.5,444.5,0.38078865529322975,0.21648573875427246,True,7,604.0,444.0,2.192031021678257,0.03964352607727051,True
654,finfet,data/train_canonical/ref_0654.png,data/train_canonical/search_0654.png,411.97,426.32,27,9.127,7.48,10.99,-0.75,0.22,0.53,463.9,101.9,0.0,0.0005,1.076,1.035,411.5,572.5,146.18075557336542,0.19672131538391113,True,8,412.0,428.0,1.68026783579286,0.04326152801513672,True
655,dram,data/train_canonical/ref_0655.png,data/train_canonical/search_0655.png,509.98,552.34,40,10.034,6.58,16.37,2.75,0.45,0.86,413.0,117.9,0.0,0.001,0.991,0.948,510.0,465.0,87.34000228990153,0.20586037635803223,False,5,508.0,556.0,4.161249812255909,0.049462318420410156,True
656,dram,data/train_canonical/ref_0656.png,data/train_canonical/search_0656.png,522.11,429.8,40,9.663,4.54,11.92,-0.48,0.54,0.54,598.9,170.9,0.305,0.0028,0.903,0.95,522.5,429.5,0.4920365840056979,0.16927552223205566,True,6,524.0,428.0,2.609999999999998,0.05164813995361328,True
657,finfet,data/train_canonical/ref_0657.png,data/train_canonical/search_0657.png,548.43,386.48,30,9.175,6.08,13.82,1.93,0.54,0.86,587.6,191.7,0.0,0.0,1.057,1.034,548.5,492.5,106.02002310884485,0.19880890846252441,False,6,548.0,388.0,1.5796518603793375,0.05111241340637207,True
658,dram,data/train_canonical/ref_0658.png,data/train_canonical/search_0658.png,508.66,536.25,44,10.435,6.09,16.65,-1.26,0.31,0.71,306.4,139.5,0.43,0.003,0.91,0.897,504.5,536.5,4.167505248946929,0.1952824592590332,True,5,292.0,540.0,216.69245049147423,0.05530238151550293,True
659,finfet,data/train_canonical/ref_0659.png,data/train_canonical/search_0659.png,531.48,605.47,24,10.595,7.78,12.71,-1.05,0.32,0.55,364.2,101.6,0.0,0.0,1.053,1.148,531.5,519.5,85.97000232639293,0.2235736846923828,False,10,532.0,604.0,1.5592626462530492,0.11057448387145996,True
660,finfet,data/train_canonical/ref_0660.png,data/train_canonical/search_0660.png,510.58,536.38,27,9.223,7.7,15.01,-0.76,0.5,0.67,310.2,161.8,0.454,0.0,1.031,0.856,510.5,477.5,58.880054347801,0.21393275260925293,False,4,516.0,540.0,6.517729666072397,0.04416394233703613,True
661,dram,data/train_canonical/ref_0661.png,data/train_canonical/search_0661.png,381.08,580.19,39,9.166,6.57,17.9,2.36,0.32,0.81,333.5,137.2,0.0,0.0,0.958,0.96,538.5,580.5,157.42030523410887,0.20141959190368652,True,5,388.0,580.0,6.922607890094617,0.04573535919189453,True
662,finfet,data/train_canonical/ref_0662.png,data/train_canonical/search_0662.png,560.06,530.84,25,9.378,6.89,14.98,2.76,0.47,0.87,327.5,129.7,0.0,0.0,1.001,0.919,560.5,530.5,0.5560575509783764,0.2093203067779541,True,8,564.0,532.0,4.10721316710009,0.042778730392456055,True
663,dram,data/train_canonical/ref_0663.png,data/train_canonical/search_0663.png,416.21,484.63,37,10.026,5.68,12.78,-2.46,0.47,0.63,487.1,179.3,0.0,0.0,1.037,1.02,416.0,485.0,0.42544094772364677,0.20442581176757812,True,8,420.0,484.0,3.8420046850570273,0.04664468765258789,True
664,finfet,data/train_canonical/ref_0664.png,data/train_canonical/search_0664.png,435.39,555.08,25,10.31,7.72,13.07,-0.6,0.6,0.89,404.5,156.1,0.0,0.0,1.051,0.996,435.5,474.5,80.58007508063024,0.20067524909973145,True,4,436.0,556.0,1.1038568747803954,0.04159855842590332,True
665,dram,data/train_canonical/ref_0665.png,data/train_canonical/search_0665.png,525.82,525.27,39,10.869,4.46,17.63,2.26,0.54,0.84,366.8,115.8,0.0,0.0,1.039,0.864,525.5,525.5,0.3940812099048118,0.2261199951171875,True,3,532.0,524.0,6.309144157490723,0.04365038871765137,True
666,finfet,data/train_canonical/ref_0666.png,data/train_canonical/search_0666.png,541.44,581.24,22,10.35,7.75,16.73,-2.33,0.23,0.67,447.0,194.9,0.433,0.0,1.043,1.036,541.5,495.5,85.74002099369933,0.18139266967773438,False,7,540.0,588.0,6.911671288480091,0.039212942123413086,True
667,finfet,data/train_canonical/ref_0667.png,data/train_canonical/search_0667.png,538.87,452.74,25,9.288,7.59,13.16,-2.05,0.28,0.8,447.7,152.3,0.0,0.0,1.02,1.012,538.5,519.5,66.76102530668622,0.2078416347503662,True,4,540.0,396.0,56.75125108753111,0.04414868354797363,True
668,dram,data/train_canonical/ref_0668.png,data/train_canonical/search_0668.png,609.8,619.21,42,9.357,4.34,17.51,-0.5,0.28,0.57,520.6,105.9,0.0,0.0,1.035,0.868,524.5,574.5,96.30718612855426,0.19495129585266113,False,4,612.0,620.0,2.337541443482905,0.04416990280151367,True
669,dram,data/train_canonical/ref_0669.png,data/train_canonical/search_0669.png,390.55,544.51,38,9.853,6.39,10.31,2.38,0.46,0.8,589.4,90.8,0.0,0.0,0.987,1.01,504.5,544.5,113.95000043878893,0.1947016716003418,False,6,396.0,540.0,7.074079445411947,0.05357170104980469,True
670,finfet,data/train_canonical/ref_0670.png,data/train_canonical/search_0670.png,457.67,384.65,20,10.394,4.19,11.92,0.23,0.27,0.42,409.8,190.4,0.0,0.0021,0.939,1.024,457.5,506.5,121.8501185883707,0.19317865371704102,False,11,460.0,388.0,4.080612699093125,0.0436398983001709,True
671,finfet,data/train_canonical/ref_0671.png,data/train_canonical/search_0671.png,432.45,573.5,21,10.854,4.32,16.71,2.52,0.21,0.49,530.6,102.6,0.319,0.0022,1.004,0.916,432.5,573.5,0.05000000000001137,0.2002859115600586,True,7,436.0,580.0,7.406247362868734,0.04597926139831543,True
672,finfet,data/train_canonical/ref_0672.png,data/train_canonical/search_0672.png,512.37,413.47,26,9.06,6.54,13.17,1.67,0.2,0.4,341.5,99.7,0.473,0.0012,1.016,0.968,512.5,413.5,0.13341664064125278,0.16036176681518555,True,6,516.0,412.0,3.91635034183614,0.046102046966552734,True
673,finfet,data/train_canonical/ref_0673.png,data/train_canonical/search_0673.png,445.38,398.47,24,9.722,5.92,12.09,-0.62,0.4,0.56,574.1,139.1,0.0,0.0,0.915,0.932,445.5,509.5,111.0300648473196,0.18741798400878906,False,10,444.0,396.0,2.829363886105872,0.04647374153137207,True
674,finfet,data/train_canonical/ref_0674.png,data/train_canonical/search_0674.png,384.55,629.2,28,9.928,4.99,16.77,1.84,0.26,0.55,398.9,167.2,0.0,0.0006,0.978,0.898,401.0,504.0,126.27605671701984,0.21726322174072266,True,9,388.0,628.0,3.6527386985657806,0.04433798789978027,True
675,finfet,data/train_canonical/ref_0675.png,data/train_canonical/search_0675.png,591.21,608.33,22,9.929,5.15,16.88,1.41,0.36,0.5,429.6,171.5,0.0,0.0,0.941,0.949,591.0,474.0,134.3301641478935,0.20404505729675293,True,10,588.0,604.0,5.390083487294105,0.038951873779296875,True
676,finfet,data/train_canonical/ref_0676.png,data/train_canonical/search_0676.png,463.39,524.82,23,9.1,4.4,17.75,0.48,0.23,0.69,557.1,184.0,0.0,0.0,0.979,1.049,463.5,524.5,0.33837848631382433,0.19468164443969727,True,10,468.0,532.0,8.532555303073014,0.042402029037475586,True
677,dram,data/train_canonical/ref_0677.png,data/train_canonical/search_0677.png,449.31,461.46,44,9.713,6.21,11.11,0.49,0.53,0.75,449.7,179.6,0.0,0.0029,1.073,0.997,449.5,461.5,0.19416487838947796,0.20516467094421387,True,3,452.0,460.0,3.060669861321199,0.044998884201049805,True
678,finfet,data/train_canonical/ref_0678.png,data/train_canonical/search_0678.png,417.81,400.7,26,9.409,5.12,16.14,1.67,0.48,0.85,315.4,118.9,0.0,0.0,1.004,1.124,417.5,507.5,106.80044990541941,0.20116734504699707,False,9,420.0,404.0,3.960568141062601,0.04134082794189453,True
679,finfet,data/train_canonical/ref_0679.png,data/train_canonical/search_0679.png,471.96,373.42,29,9.63,7.26,15.94,2.9,0.5,0.85,387.0,102.1,0.642,0.0,1.002,0.974,471.5,535.5,162.08065276275263,0.2027904987335205,False,8,476.0,372.0,4.282289107475138,0.04547929763793945,True
680,dram,data/train_canonical/ref_0680.png,data/train_canonical/search_0680.png,628.75,474.76,38,10.397,4.05,17.43,-2.2,0.54,0.47,370.1,129.9,0.0,0.0,1.038,1.098,522.5,474.5,106.25031811717083,0.2115325927734375,True,6,628.0,476.0,1.4491721774861752,0.0470578670501709,True
681,finfet,data/train_canonical/ref_0681.png,data/train_canonical/search_0681.png,568.5,370.74,21,9.128,6.66,10.77,2.77,0.45,0.67,505.7,172.9,0.0,0.0,1.084,0.925,568.5,467.5,96.75999999999999,0.20397400856018066,True,9,572.0,372.0,3.7198924715641954,0.04804706573486328,True
682,finfet,data/train_canonical/ref_0682.png,data/train_canonical/search_0682.png,474.92,405.02,24,10.886,6.44,12.51,-1.36,0.24,0.72,422.8,198.0,0.0,0.0,1.062,0.942,474.5,405.5,0.6378087487641031,0.19599175453186035,True,9,476.0,404.0,1.4855302083767696,0.046794891357421875,True
683,dram,data/train_canonical/ref_0683.png,data/train_canonical/search_0683.png,404.81,430.83,43,10.682,5.66,15.11,-1.46,0.33,0.58,410.9,133.9,0.0,0.0,1.053,1.066,404.5,430.5,0.4527692569068608,0.19346046447753906,True,4,404.0,436.0,5.233067933822393,0.05102801322937012,True
684,finfet,data/train_canonical/ref_0684.png,data/train_canonical/search_0684.png,609.85,568.39,29,10.324,7.55,11.25,2.9,0.26,0.51,326.8,113.5,0.0,0.0,1.065,0.931,514.5,446.5,154.75398088579175,0.19387292861938477,False,8,612.0,572.0,4.201737735746962,0.05020928382873535,True
685,dram,data/train_canonical/ref_0685.png,data/train_canonical/search_0685.png,393.02,373.76,42,9.348,6.5,11.79,0.48,0.59,0.49,513.5,176.9,0.0,0.0,1.052,0.944,483.5,531.5,181.84756803432927,0.19565534591674805,True,6,396.0,380.0,6.9150560373723815,0.04787755012512207,True
686,finfet,data/train_canonical/ref_0686.png,data/train_canonical/search_0686.png,527.29,390.69,20,10.051,5.19,12.98,-0.37,0.3,0.57,422.6,143.1,0.574,0.0,1.056,1.102,527.0,475.0,84.3104987531209,0.20813608169555664,False,7,532.0,396.0,7.097901098212088,0.044042110443115234,True
687,finfet,data/train_canonical/ref_0687.png,data/train_canonical/search_0687.png,416.54,513.7,20,10.539,5.45,17.51,2.61,0.48,0.79,414.8,180.6,0.54,0.0,1.092,1.138,416.5,513.5,0.20396078054376,0.20803332328796387,True,10,412.0,516.0,5.08936145307051,0.04648709297180176,True
688,finfet,data/train_canonical/ref_0688.png,data/train_canonical/search_0688.png,566.62,612.58,22,10.399,7.1,12.27,-2.96,0.29,0.42,343.4,183.3,0.446,0.0,1.017,1.076,566.5,484.5,128.0800562148534,0.18007373809814453,True,3,572.0,620.0,9.165195033385778,0.04724860191345215,True
689,dram,data/train_canonical/ref_0689.png,data/train_canonical/search_0689.png,444.36,429.7,35,10.642,6.17,17.2,0.05,0.4,0.9,418.8,120.7,0.0,0.0,1.098,0.983,444.5,430.5,0.812157620169887,0.20570731163024902,True,6,452.0,428.0,7.826851218721342,0.04195976257324219,True
690,finfet,data/train_canonical/ref_0690.png,data/train_canonical/search_0690.png,580.93,423.24,25,10.273,4.39,16.66,0.73,0.45,0.65,449.7,86.1,0.0,0.0,1.06,1.013,580.5,554.5,131.26070432539967,0.183457612991333,True,11,572.0,268.0,155.49663179631898,0.043140411376953125,True
691,dram,data/train_canonical/ref_0691.png,data/train_canonical/search_0691.png,596.41,595.41,45,10.974,7.5,17.31,-0.02,0.36,0.74,420.0,146.1,0.0,0.0,1.016,1.045,596.5,529.5,65.91006144739963,0.2078545093536377,True,10,604.0,596.0,7.612896951883726,0.040891408920288086,True
692,finfet,data/train_canonical/ref_0692.png,data/train_canonical/search_0692.png,538.09,574.82,28,10.617,7.32,11.22,0.8,0.46,0.74,488.8,187.8,0.0,0.0,1.068,1.08,538.5,574.5,0.5200961449578395,0.19849252700805664,True,9,540.0,572.0,3.4059506749217845,0.046536922454833984,True
693,dram,data/train_canonical/ref_0693.png,data/train_canonical/search_0693.png,563.69,484.03,36,10.495,4.04,10.5,-2.75,0.44,0.73,378.6,170.3,0.0,0.0,1.012,1.024,563.5,484.5,0.5069516742255088,0.20414042472839355,True,7,564.0,484.0,0.3114482300478918,0.0484006404876709,True
694,finfet,data/train_canonical/ref_0694.png,data/train_canonical/search_0694.png,512.77,491.97,20,10.094,5.6,12.1,-0.15,0.35,0.44,548.9,148.9,0.0,0.0,1.07,0.965,513.0,492.0,0.23194827009487853,0.22387218475341797,True,8,508.0,740.0,248.0758629935609,0.036972761154174805,True
695,finfet,data/train_canonical/ref_0695.png,data/train_canonical/search_0695.png,439.12,543.51,25,9.369,4.93,14.83,2.71,0.45,0.75,598.1,191.4,0.0,0.0009,1.019,1.023,439.5,543.5,0.3801315561749595,0.20932745933532715,True,7,436.0,548.0,5.467586304760092,0.04536867141723633,True
696,dram,data/train_canonical/ref_0696.png,data/train_canonical/search_0696.png,378.85,617.01,43,10.925,4.11,13.44,0.25,0.44,0.76,470.7,106.0,0.0,0.0,0.976,0.969,528.5,436.5,234.47597446220368,0.2029714584350586,True,3,380.0,620.0,3.203529303752348,0.03984975814819336,True
697,finfet,data/train_canonical/ref_0697.png,data/train_canonical/search_0697.png,472.28,398.82,27,9.638,7.75,12.27,-0.63,0.34,0.75,484.8,180.9,0.0,0.0,1.005,1.133,472.5,463.5,64.68037414857771,0.17472386360168457,False,7,476.0,396.0,4.6680616962504,0.04082846641540527,True
698,finfet,data/train_canonical/ref_0698.png,data/train_canonical/search_0698.png,401.31,562.05,24,9.245,7.53,10.82,0.67,0.22,0.79,500.2,148.4,0.0,0.0,0.963,1.096,402.5,483.5,78.5590134866776,0.20530176162719727,False,7,404.0,556.0,6.621072420688316,0.04372525215148926,True
699,finfet,data/train_canonical/ref_0699.png,data/train_canonical/search_0699.png,477.18,406.57,21,9.15,6.76,11.23,-2.13,0.53,0.83,394.5,80.1,0.0,0.0019,0.945,1.049,477.5,472.5,65.93077657664894,0.2077164649963379,True,8,348.0,404.0,129.20556218677274,0.04329180717468262,True
700,dram,data/train_canonical/ref_0700.png,data/train_canonical/search_0700.png,476.86,589.54,39,9.141,5.69,13.06,-0.35,0.46,0.86,400.9,106.1,0.0,0.0025,1.094,1.082,477.5,589.5,0.64124878167524,0.2088937759399414,True,4,476.0,588.0,1.7638594048279221,0.04679059982299805,True
701,dram,data/train_canonical/ref_0701.png,data/train_canonical/search_0701.png,499.49,502.64,41,10.471,7.64,13.17,2.03,0.37,0.87,535.5,122.7,0.746,0.0,0.968,0.957,499.5,502.5,0.14035668847616775,0.2099604606628418,True,3,500.0,500.0,2.6888101457707867,0.04505300521850586,True
702,dram,data/train_canonical/ref_0702.png,data/train_canonical/search_0702.png,517.66,516.87,36,10.113,5.73,16.13,2.89,0.45,0.53,520.1,158.2,0.0,0.0007,1.033,1.114,518.0,517.0,0.364005494464054,0.18719053268432617,True,7,516.0,516.0,1.874166481399105,0.047315120697021484,True
703,finfet,data/train_canonical/ref_0703.png,data/train_canonical/search_0703.png,598.83,621.85,26,10.905,4.77,16.8,2.12,0.25,0.57,402.9,113.6,0.638,0.0004,1.054,1.146,598.5,485.5,136.35039933934922,0.20824360847473145,False,10,604.0,452.0,169.92866562178378,0.04390549659729004,True
